5.021303 0.025563 5.205621e-03 3.798812e-05 
5.072429 0.025563 5.294871e-03 3.798812e-05 
5.124075 0.025823 5.183976e-03 4.331693e-05 
5.176247 0.026086 5.215192e-03 4.852822e-05 
5.228950 0.026352 5.236280e-03 3.725593e-05 
5.282190 0.026620 5.152742e-03 3.584218e-05 
5.335972 0.026891 5.159974e-03 4.608293e-05 
5.390301 0.027165 5.224293e-03 5.336391e-05 
5.445184 0.027441 5.217449e-03 4.749803e-05 
5.500625 0.027721 5.204264e-03 4.236178e-05 
5.556631 0.028003 5.191598e-03 4.017449e-05 
5.613207 0.028288 5.270700e-03 4.028494e-05 
5.670359 0.028576 5.173450e-03 4.079403e-05 
5.728093 0.028867 5.260587e-03 4.140282e-05 
5.786415 0.029161 5.210152e-03 4.153240e-05 
5.845331 0.029458 5.212516e-03 4.081301e-05 
5.904847 0.029758 5.184044e-03 4.089856e-05 
5.964968 0.030061 5.258371e-03 4.421633e-05 
6.025702 0.030367 5.145835e-03 4.988924e-05 
6.087054 0.030676 5.271838e-03 4.922762e-05 
6.149031 0.030988 5.202324e-03 4.391602e-05 
6.211639 0.031304 5.270944e-03 4.359322e-05 
6.274884 0.031623 5.219638e-03 4.525113e-05 
6.338773 0.031945 5.221543e-03 4.390813e-05 
6.403313 0.032270 5.158766e-03 4.931225e-05 
6.468510 0.032598 5.254072e-03 5.276700e-05 
6.534370 0.032930 5.243069e-03 5.370783e-05 
6.600902 0.033266 5.221399e-03 5.593310e-05 
6.668110 0.033604 5.183013e-03 5.520314e-05 
6.736003 0.033946 5.280637e-03 5.886500e-05 
6.804588 0.034292 5.181858e-03 5.861901e-05 
6.873870 0.034641 5.185793e-03 5.444050e-05 
6.943858 0.034994 5.184687e-03 5.615167e-05 
7.014558 0.035350 5.131666e-03 6.110038e-05 
7.085979 0.035710 5.297029e-03 6.176336e-05 
7.158126 0.036074 5.176969e-03 5.843504e-05 
7.231009 0.036441 5.232889e-03 5.765264e-05 
7.304633 0.036812 5.200805e-03 5.660623e-05 
7.379007 0.037187 5.263628e-03 5.870702e-05 
7.454138 0.037566 5.263849e-03 6.263943e-05 
7.530034 0.037948 5.174212e-03 6.272558e-05 
7.606703 0.038334 5.214813e-03 6.228071e-05 
7.684152 0.038725 5.221356e-03 6.137127e-05 
7.762390 0.039119 5.197965e-03 6.461199e-05 
7.841425 0.039517 5.367272e-03 6.475187e-05 
7.921264 0.039920 5.300049e-03 6.790729e-05 
8.001916 0.040326 5.297049e-03 6.875966e-05 
8.083390 0.040737 5.240283e-03 6.964561e-05 
8.165693 0.041151 5.367964e-03 7.058403e-05 
8.248833 0.041570 5.229196e-03 6.938428e-05 
8.332821 0.041994 5.233890e-03 6.740467e-05 
8.417663 0.042421 5.167900e-03 6.952337e-05 
8.503370 0.042853 5.218727e-03 7.114209e-05 
8.589949 0.043290 5.219811e-03 6.974982e-05 
8.677410 0.043730 5.306677e-03 6.816975e-05 
8.765761 0.044176 5.302915e-03 7.106071e-05 
8.855011 0.044625 5.165708e-03 7.161330e-05 
8.945171 0.045080 5.106511e-03 7.562377e-05 
9.036248 0.045539 5.189994e-03 7.567446e-05 
9.128253 0.046002 5.163967e-03 7.812954e-05 
9.221194 0.046471 5.233182e-03 7.946774e-05 
9.315082 0.046944 5.091673e-03 7.979196e-05 
9.409926 0.047422 5.171027e-03 8.188161e-05 
9.505735 0.047905 5.132113e-03 8.414233e-05 
9.602520 0.048392 5.085103e-03 8.341884e-05 
9.700290 0.048885 5.093745e-03 8.483048e-05 
9.799056 0.049383 5.192203e-03 9.105060e-05 
9.898828 0.049886 5.038181e-03 9.315258e-05 
9.999615 0.050394 5.219944e-03 9.655574e-05 
10.101428 0.050907 5.079364e-03 1.019474e-04 
10.204278 0.051425 5.169915e-03 1.033085e-04 
10.308176 0.051949 5.297612e-03 1.115823e-04 
10.413131 0.052478 5.153444e-03 1.276272e-04 
10.519154 0.053012 5.180577e-03 1.357030e-04 
10.626258 0.053552 5.015237e-03 1.491941e-04 
10.734451 0.054097 4.928764e-03 1.622494e-04 
10.843747 0.054648 4.932699e-03 1.823356e-04 
10.954155 0.055204 5.041632e-03 2.061307e-04 
11.065687 0.055766 5.293495e-03 2.249216e-04 
11.178355 0.056334 5.240053e-03 2.471205e-04 
11.292170 0.056908 5.171894e-03 2.576499e-04 
11.407144 0.057487 5.473157e-03 2.820549e-04 
11.523289 0.058072 5.140354e-03 3.064689e-04 
11.640616 0.058664 5.415832e-03 3.390353e-04 
11.759137 0.059261 5.329792e-03 3.848538e-04 
11.878866 0.059864 5.319270e-03 4.455453e-04 
11.999813 0.060474 4.666584e-03 4.455453e-04 
