5.021303 0.025563 5.217502e-03 3.798812e-05 
5.072429 0.025563 5.191074e-03 3.798812e-05 
5.124075 0.025823 5.162073e-03 4.331693e-05 
5.176247 0.026086 5.234069e-03 4.852822e-05 
5.228950 0.026352 5.228208e-03 3.725593e-05 
5.282190 0.026620 5.209248e-03 3.584218e-05 
5.335972 0.026891 5.220261e-03 4.608293e-05 
5.390301 0.027165 5.267166e-03 5.336391e-05 
5.445184 0.027441 5.234787e-03 4.749803e-05 
5.500625 0.027721 5.152097e-03 4.236178e-05 
5.556631 0.028003 5.255508e-03 4.017449e-05 
5.613207 0.028288 5.208019e-03 4.028494e-05 
5.670359 0.028576 5.177485e-03 4.079403e-05 
5.728093 0.028867 5.254245e-03 4.140282e-05 
5.786415 0.029161 5.243539e-03 4.153240e-05 
5.845331 0.029458 5.272528e-03 4.081301e-05 
5.904847 0.029758 5.239829e-03 4.089856e-05 
5.964968 0.030061 5.181490e-03 4.421633e-05 
6.025702 0.030367 5.093283e-03 4.988924e-05 
6.087054 0.030676 5.146938e-03 4.922762e-05 
6.149031 0.030988 5.198629e-03 4.391602e-05 
6.211639 0.031304 5.337337e-03 4.359322e-05 
6.274884 0.031623 5.199527e-03 4.525113e-05 
6.338773 0.031945 5.207379e-03 4.390813e-05 
6.403313 0.032270 5.207381e-03 4.931225e-05 
6.468510 0.032598 5.110736e-03 5.276700e-05 
6.534370 0.032930 5.218986e-03 5.370783e-05 
6.600902 0.033266 5.299525e-03 5.593310e-05 
6.668110 0.033604 5.198990e-03 5.520314e-05 
6.736003 0.033946 5.249475e-03 5.886500e-05 
6.804588 0.034292 5.254477e-03 5.861901e-05 
6.873870 0.034641 5.270052e-03 5.444050e-05 
6.943858 0.034994 5.131354e-03 5.615167e-05 
7.014558 0.035350 5.172116e-03 6.110038e-05 
7.085979 0.035710 5.242752e-03 6.176336e-05 
7.158126 0.036074 5.135434e-03 5.843504e-05 
7.231009 0.036441 5.226662e-03 5.765264e-05 
7.304633 0.036812 5.233903e-03 5.660623e-05 
7.379007 0.037187 5.180629e-03 5.870702e-05 
7.454138 0.037566 5.167648e-03 6.263943e-05 
7.530034 0.037948 5.280017e-03 6.272558e-05 
7.606703 0.038334 5.331061e-03 6.228071e-05 
7.684152 0.038725 5.364128e-03 6.137127e-05 
7.762390 0.039119 5.289127e-03 6.461199e-05 
7.841425 0.039517 5.313991e-03 6.475187e-05 
7.921264 0.039920 5.302683e-03 6.790729e-05 
8.001916 0.040326 5.273559e-03 6.875966e-05 
8.083390 0.040737 5.411915e-03 6.964561e-05 
8.165693 0.041151 5.488444e-03 7.058403e-05 
8.248833 0.041570 5.276781e-03 6.938428e-05 
8.332821 0.041994 5.235710e-03 6.740467e-05 
8.417663 0.042421 5.235140e-03 6.952337e-05 
8.503370 0.042853 5.246399e-03 7.114209e-05 
8.589949 0.043290 5.302197e-03 6.974982e-05 
8.677410 0.043730 5.123950e-03 6.816975e-05 
8.765761 0.044176 5.235364e-03 7.106071e-05 
8.855011 0.044625 5.132144e-03 7.161330e-05 
8.945171 0.045080 5.168059e-03 7.562377e-05 
9.036248 0.045539 5.115147e-03 7.567446e-05 
9.128253 0.046002 5.183669e-03 7.812954e-05 
9.221194 0.046471 5.178090e-03 7.946774e-05 
9.315082 0.046944 5.099853e-03 7.979196e-05 
9.409926 0.047422 5.215456e-03 8.188161e-05 
9.505735 0.047905 5.236433e-03 8.414233e-05 
9.602520 0.048392 5.233798e-03 8.341884e-05 
9.700290 0.048885 5.212629e-03 8.483048e-05 
9.799056 0.049383 5.237893e-03 9.105060e-05 
9.898828 0.049886 5.039566e-03 9.315258e-05 
9.999615 0.050394 5.222741e-03 9.655574e-05 
10.101428 0.050907 5.224029e-03 1.019474e-04 
10.204278 0.051425 4.998807e-03 1.033085e-04 
10.308176 0.051949 5.340834e-03 1.115823e-04 
10.413131 0.052478 5.121163e-03 1.276272e-04 
10.519154 0.053012 5.166075e-03 1.357030e-04 
10.626258 0.053552 5.310860e-03 1.491941e-04 
10.734451 0.054097 5.340412e-03 1.622494e-04 
10.843747 0.054648 5.447484e-03 1.823356e-04 
10.954155 0.055204 4.743227e-03 2.061307e-04 
11.065687 0.055766 5.134756e-03 2.249216e-04 
11.178355 0.056334 5.104537e-03 2.471205e-04 
11.292170 0.056908 4.928468e-03 2.576499e-04 
11.407144 0.057487 5.342488e-03 2.820549e-04 
11.523289 0.058072 5.527673e-03 3.064689e-04 
11.640616 0.058664 4.845597e-03 3.390353e-04 
11.759137 0.059261 5.123206e-03 3.848538e-04 
11.878866 0.059864 4.592152e-03 4.455453e-04 
11.999813 0.060474 5.527410e-03 4.455453e-04 
